[rosmaster.main][INFO] 2021-08-28 13:41:52,517: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2021-08-28 13:41:52,518: Starting ROS Master Node
[rosmaster.master][INFO] 2021-08-28 13:41:55,867: +PUB [/move_base/local_costmap/sensor/parameter_updates] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:55,877: +PARAM [/move_base/local_costmap/sensor/enabled] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:55,879: +PARAM [/move_base/local_costmap/sensor/footprint_clearing_enabled] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:55,881: +PARAM [/move_base/local_costmap/sensor/max_obstacle_height] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:55,883: +PARAM [/move_base/local_costmap/sensor/combination_method] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:55,884: +PARAM [/move_base/local_costmap/sensor/enabled] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:55,886: +PARAM [/move_base/local_costmap/sensor/footprint_clearing_enabled] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:55,888: +PARAM [/move_base/local_costmap/sensor/max_obstacle_height] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:55,890: +PARAM [/move_base/local_costmap/sensor/combination_method] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:55,895: +PARAM [/move_base/local_costmap/inflation/inflation_radius] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:55,897: +SERVICE [/move_base/local_costmap/inflation/set_parameters] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:55,898: +PUB [/move_base/local_costmap/inflation/parameter_descriptions] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:55,900: +PUB [/move_base/local_costmap/inflation/parameter_updates] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:55,907: +PARAM [/move_base/local_costmap/inflation/enabled] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:55,908: +PARAM [/move_base/local_costmap/inflation/cost_scaling_factor] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:55,910: +PARAM [/move_base/local_costmap/inflation/inflation_radius] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:55,912: +PARAM [/move_base/local_costmap/inflation/inflate_unknown] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:55,914: +PARAM [/move_base/local_costmap/inflation/enabled] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:55,915: +PARAM [/move_base/local_costmap/inflation/cost_scaling_factor] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:55,917: +PARAM [/move_base/local_costmap/inflation/inflation_radius] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:55,919: +PARAM [/move_base/local_costmap/inflation/inflate_unknown] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,043: +SERVICE [/move_base/local_costmap/static_map/set_parameters] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,045: +PUB [/move_base/local_costmap/static_map/parameter_descriptions] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,047: +PUB [/move_base/local_costmap/static_map/parameter_updates] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,050: +PARAM [/move_base/local_costmap/static_map/enabled] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,052: +PARAM [/move_base/local_costmap/static_map/enabled] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,062: +SUB [/move_base/local_costmap/footprint] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,066: +PUB [/move_base/local_costmap/footprint] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,070: +PARAM [/move_base/local_costmap/footprint] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,071: +PUB [/move_base/local_costmap/costmap] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,074: +PUB [/move_base/local_costmap/costmap_updates] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,076: +SERVICE [/move_base/local_costmap/set_parameters] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,079: +PUB [/move_base/local_costmap/parameter_descriptions] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,081: +PUB [/move_base/local_costmap/parameter_updates] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,095: +PARAM [/move_base/local_costmap/transform_tolerance] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,097: +PARAM [/move_base/local_costmap/update_frequency] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,099: +PARAM [/move_base/local_costmap/publish_frequency] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,100: +PARAM [/move_base/local_costmap/width] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,101: publisherUpdate[/move_base/local_costmap/footprint] -> http://192.168.1.104:43377/ ['http://192.168.1.104:43377/']
[rosmaster.master][INFO] 2021-08-28 13:41:56,104: +PARAM [/move_base/local_costmap/height] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,107: publisherUpdate[/move_base/local_costmap/footprint] -> http://192.168.1.104:43377/ ['http://192.168.1.104:43377/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2021-08-28 13:41:56,108: +PARAM [/move_base/local_costmap/resolution] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,110: +PARAM [/move_base/local_costmap/origin_x] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,112: +PARAM [/move_base/local_costmap/origin_y] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,113: +PARAM [/move_base/local_costmap/footprint] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,115: +PARAM [/move_base/local_costmap/robot_radius] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,117: +PARAM [/move_base/local_costmap/footprint_padding] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,120: +PARAM [/move_base/local_costmap/transform_tolerance] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,122: +PARAM [/move_base/local_costmap/update_frequency] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,125: +PARAM [/move_base/local_costmap/publish_frequency] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,126: +PARAM [/move_base/local_costmap/width] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,128: +PARAM [/move_base/local_costmap/height] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,130: +PARAM [/move_base/local_costmap/resolution] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,131: +PARAM [/move_base/local_costmap/origin_x] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,133: +PARAM [/move_base/local_costmap/origin_y] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,135: +PARAM [/move_base/local_costmap/footprint] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,137: +PARAM [/move_base/local_costmap/robot_radius] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,139: +PARAM [/move_base/local_costmap/footprint_padding] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,388: +PUB [/move_base/TebLocalPlannerROS/global_plan] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,390: +PUB [/move_base/TebLocalPlannerROS/local_plan] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,393: +PUB [/move_base/TebLocalPlannerROS/teb_poses] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,394: +PUB [/move_base/TebLocalPlannerROS/teb_markers] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,396: +PUB [/move_base/TebLocalPlannerROS/teb_feedback] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,406: +SUB [/rf2o_laser_odometry/odom] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,409: +SERVICE [/move_base/TebLocalPlannerROS/set_parameters] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,411: +PUB [/move_base/TebLocalPlannerROS/parameter_descriptions] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,413: +PUB [/move_base/TebLocalPlannerROS/parameter_updates] /move_base http://192.168.1.104:43377/
[rosmaster.master][INFO] 2021-08-28 13:41:56,522: +PARAM [/move_base/TebLocalPlannerROS/teb_autosize] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,524: +PARAM [/move_base/TebLocalPlannerROS/dt_ref] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,526: +PARAM [/move_base/TebLocalPlannerROS/dt_hysteresis] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,528: +PARAM [/move_base/TebLocalPlannerROS/global_plan_overwrite_orientation] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,529: +PARAM [/move_base/TebLocalPlannerROS/allow_init_with_backwards_motion] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,531: +PARAM [/move_base/TebLocalPlannerROS/max_global_plan_lookahead_dist] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,533: +PARAM [/move_base/TebLocalPlannerROS/force_reinit_new_goal_dist] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,534: +PARAM [/move_base/TebLocalPlannerROS/force_reinit_new_goal_angular] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,536: +PARAM [/move_base/TebLocalPlannerROS/feasibility_check_no_poses] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,537: +PARAM [/move_base/TebLocalPlannerROS/exact_arc_length] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,539: +PARAM [/move_base/TebLocalPlannerROS/publish_feedback] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,541: +PARAM [/move_base/TebLocalPlannerROS/visualize_with_time_as_z_axis_scale] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,542: +PARAM [/move_base/TebLocalPlannerROS/global_plan_viapoint_sep] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,544: +PARAM [/move_base/TebLocalPlannerROS/via_points_ordered] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,547: +PARAM [/move_base/TebLocalPlannerROS/max_vel_x] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,550: +PARAM [/move_base/TebLocalPlannerROS/max_vel_x_backwards] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,552: +PARAM [/move_base/TebLocalPlannerROS/max_vel_theta] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,554: +PARAM [/move_base/TebLocalPlannerROS/acc_lim_x] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,555: +PARAM [/move_base/TebLocalPlannerROS/acc_lim_theta] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,557: +PARAM [/move_base/TebLocalPlannerROS/is_footprint_dynamic] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,558: +PARAM [/move_base/TebLocalPlannerROS/min_turning_radius] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,560: +PARAM [/move_base/TebLocalPlannerROS/wheelbase] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,562: +PARAM [/move_base/TebLocalPlannerROS/cmd_angle_instead_rotvel] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,563: +PARAM [/move_base/TebLocalPlannerROS/max_vel_y] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,565: +PARAM [/move_base/TebLocalPlannerROS/acc_lim_y] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,567: +PARAM [/move_base/TebLocalPlannerROS/xy_goal_tolerance] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,569: +PARAM [/move_base/TebLocalPlannerROS/yaw_goal_tolerance] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,570: +PARAM [/move_base/TebLocalPlannerROS/free_goal_vel] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,572: +PARAM [/move_base/TebLocalPlannerROS/min_obstacle_dist] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,574: +PARAM [/move_base/TebLocalPlannerROS/inflation_dist] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,576: +PARAM [/move_base/TebLocalPlannerROS/dynamic_obstacle_inflation_dist] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,578: +PARAM [/move_base/TebLocalPlannerROS/include_dynamic_obstacles] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,580: +PARAM [/move_base/TebLocalPlannerROS/include_costmap_obstacles] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,581: +PARAM [/move_base/TebLocalPlannerROS/legacy_obstacle_association] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,583: +PARAM [/move_base/TebLocalPlannerROS/obstacle_association_force_inclusion_factor] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,585: +PARAM [/move_base/TebLocalPlannerROS/obstacle_association_cutoff_factor] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,586: +PARAM [/move_base/TebLocalPlannerROS/costmap_obstacles_behind_robot_dist] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,588: +PARAM [/move_base/TebLocalPlannerROS/obstacle_poses_affected] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,590: +PARAM [/move_base/TebLocalPlannerROS/no_inner_iterations] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,591: +PARAM [/move_base/TebLocalPlannerROS/no_outer_iterations] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,593: +PARAM [/move_base/TebLocalPlannerROS/optimization_activate] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,595: +PARAM [/move_base/TebLocalPlannerROS/optimization_verbose] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,597: +PARAM [/move_base/TebLocalPlannerROS/penalty_epsilon] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,600: +PARAM [/move_base/TebLocalPlannerROS/weight_max_vel_x] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,603: +PARAM [/move_base/TebLocalPlannerROS/weight_max_vel_y] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,605: +PARAM [/move_base/TebLocalPlannerROS/weight_max_vel_theta] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,606: +PARAM [/move_base/TebLocalPlannerROS/weight_acc_lim_x] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,608: +PARAM [/move_base/TebLocalPlannerROS/weight_acc_lim_y] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,610: +PARAM [/move_base/TebLocalPlannerROS/weight_acc_lim_theta] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,612: +PARAM [/move_base/TebLocalPlannerROS/weight_kinematics_nh] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,613: +PARAM [/move_base/TebLocalPlannerROS/weight_kinematics_forward_drive] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,615: +PARAM [/move_base/TebLocalPlannerROS/weight_kinematics_turning_radius] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,617: +PARAM [/move_base/TebLocalPlannerROS/weight_optimaltime] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,618: +PARAM [/move_base/TebLocalPlannerROS/weight_shortest_path] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,620: +PARAM [/move_base/TebLocalPlannerROS/weight_obstacle] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,622: +PARAM [/move_base/TebLocalPlannerROS/weight_inflation] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,626: +PARAM [/move_base/TebLocalPlannerROS/weight_dynamic_obstacle] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,628: +PARAM [/move_base/TebLocalPlannerROS/weight_dynamic_obstacle_inflation] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,629: +PARAM [/move_base/TebLocalPlannerROS/weight_viapoint] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,631: +PARAM [/move_base/TebLocalPlannerROS/weight_adapt_factor] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,633: +PARAM [/move_base/TebLocalPlannerROS/obstacle_cost_exponent] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,634: +PARAM [/move_base/TebLocalPlannerROS/enable_multithreading] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,636: +PARAM [/move_base/TebLocalPlannerROS/max_number_classes] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,638: +PARAM [/move_base/TebLocalPlannerROS/selection_cost_hysteresis] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,640: +PARAM [/move_base/TebLocalPlannerROS/selection_prefer_initial_plan] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,641: +PARAM [/move_base/TebLocalPlannerROS/selection_obst_cost_scale] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,643: +PARAM [/move_base/TebLocalPlannerROS/selection_viapoint_cost_scale] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,645: +PARAM [/move_base/TebLocalPlannerROS/selection_alternative_time_cost] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,647: +PARAM [/move_base/TebLocalPlannerROS/switching_blocking_period] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,649: +PARAM [/move_base/TebLocalPlannerROS/roadmap_graph_no_samples] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,651: +PARAM [/move_base/TebLocalPlannerROS/roadmap_graph_area_width] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,654: +PARAM [/move_base/TebLocalPlannerROS/roadmap_graph_area_length_scale] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,656: +PARAM [/move_base/TebLocalPlannerROS/h_signature_prescaler] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,657: +PARAM [/move_base/TebLocalPlannerROS/h_signature_threshold] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,659: +PARAM [/move_base/TebLocalPlannerROS/obstacle_heading_threshold] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,661: +PARAM [/move_base/TebLocalPlannerROS/viapoints_all_candidates] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,662: +PARAM [/move_base/TebLocalPlannerROS/visualize_hc_graph] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,664: +PARAM [/move_base/TebLocalPlannerROS/shrink_horizon_backup] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,666: +PARAM [/move_base/TebLocalPlannerROS/oscillation_recovery] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,668: +PARAM [/move_base/TebLocalPlannerROS/teb_autosize] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,669: +PARAM [/move_base/TebLocalPlannerROS/dt_ref] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,671: +PARAM [/move_base/TebLocalPlannerROS/dt_hysteresis] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,673: +PARAM [/move_base/TebLocalPlannerROS/global_plan_overwrite_orientation] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,675: +PARAM [/move_base/TebLocalPlannerROS/allow_init_with_backwards_motion] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,677: +PARAM [/move_base/TebLocalPlannerROS/max_global_plan_lookahead_dist] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,680: +PARAM [/move_base/TebLocalPlannerROS/force_reinit_new_goal_dist] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,682: +PARAM [/move_base/TebLocalPlannerROS/force_reinit_new_goal_angular] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,683: +PARAM [/move_base/TebLocalPlannerROS/feasibility_check_no_poses] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,685: +PARAM [/move_base/TebLocalPlannerROS/exact_arc_length] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,687: +PARAM [/move_base/TebLocalPlannerROS/publish_feedback] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,689: +PARAM [/move_base/TebLocalPlannerROS/visualize_with_time_as_z_axis_scale] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,690: +PARAM [/move_base/TebLocalPlannerROS/global_plan_viapoint_sep] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,691: +PARAM [/move_base/TebLocalPlannerROS/via_points_ordered] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,694: +PARAM [/move_base/TebLocalPlannerROS/max_vel_x] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,696: +PARAM [/move_base/TebLocalPlannerROS/max_vel_x_backwards] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,699: +PARAM [/move_base/TebLocalPlannerROS/max_vel_theta] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,703: +PARAM [/move_base/TebLocalPlannerROS/acc_lim_x] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,706: +PARAM [/move_base/TebLocalPlannerROS/acc_lim_theta] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,708: +PARAM [/move_base/TebLocalPlannerROS/is_footprint_dynamic] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,711: +PARAM [/move_base/TebLocalPlannerROS/min_turning_radius] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,713: +PARAM [/move_base/TebLocalPlannerROS/wheelbase] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,715: +PARAM [/move_base/TebLocalPlannerROS/cmd_angle_instead_rotvel] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,717: +PARAM [/move_base/TebLocalPlannerROS/max_vel_y] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,719: +PARAM [/move_base/TebLocalPlannerROS/acc_lim_y] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,721: +PARAM [/move_base/TebLocalPlannerROS/xy_goal_tolerance] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,724: +PARAM [/move_base/TebLocalPlannerROS/yaw_goal_tolerance] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,726: +PARAM [/move_base/TebLocalPlannerROS/free_goal_vel] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,727: +PARAM [/move_base/TebLocalPlannerROS/min_obstacle_dist] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,729: +PARAM [/move_base/TebLocalPlannerROS/inflation_dist] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,731: +PARAM [/move_base/TebLocalPlannerROS/dynamic_obstacle_inflation_dist] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,732: +PARAM [/move_base/TebLocalPlannerROS/include_dynamic_obstacles] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,735: +PARAM [/move_base/TebLocalPlannerROS/include_costmap_obstacles] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,738: +PARAM [/move_base/TebLocalPlannerROS/legacy_obstacle_association] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,740: +PARAM [/move_base/TebLocalPlannerROS/obstacle_association_force_inclusion_factor] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,742: +PARAM [/move_base/TebLocalPlannerROS/obstacle_association_cutoff_factor] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,744: +PARAM [/move_base/TebLocalPlannerROS/costmap_obstacles_behind_robot_dist] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,746: +PARAM [/move_base/TebLocalPlannerROS/obstacle_poses_affected] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,748: +PARAM [/move_base/TebLocalPlannerROS/no_inner_iterations] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,751: +PARAM [/move_base/TebLocalPlannerROS/no_outer_iterations] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,753: +PARAM [/move_base/TebLocalPlannerROS/optimization_activate] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,755: +PARAM [/move_base/TebLocalPlannerROS/optimization_verbose] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,757: +PARAM [/move_base/TebLocalPlannerROS/penalty_epsilon] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,759: +PARAM [/move_base/TebLocalPlannerROS/weight_max_vel_x] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,760: +PARAM [/move_base/TebLocalPlannerROS/weight_max_vel_y] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,762: +PARAM [/move_base/TebLocalPlannerROS/weight_max_vel_theta] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,764: +PARAM [/move_base/TebLocalPlannerROS/weight_acc_lim_x] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,766: +PARAM [/move_base/TebLocalPlannerROS/weight_acc_lim_y] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,768: +PARAM [/move_base/TebLocalPlannerROS/weight_acc_lim_theta] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,769: +PARAM [/move_base/TebLocalPlannerROS/weight_kinematics_nh] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,773: +PARAM [/move_base/TebLocalPlannerROS/weight_kinematics_forward_drive] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,776: +PARAM [/move_base/TebLocalPlannerROS/weight_kinematics_turning_radius] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,779: +PARAM [/move_base/TebLocalPlannerROS/weight_optimaltime] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,780: +PARAM [/move_base/TebLocalPlannerROS/weight_shortest_path] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,782: +PARAM [/move_base/TebLocalPlannerROS/weight_obstacle] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,786: +PARAM [/move_base/TebLocalPlannerROS/weight_inflation] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,788: +PARAM [/move_base/TebLocalPlannerROS/weight_dynamic_obstacle] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,789: +PARAM [/move_base/TebLocalPlannerROS/weight_dynamic_obstacle_inflation] by /move_base
[rosmaster.master][INFO] 2021-08-28 13:41:56,791: +PARAM [/move_base/TebLocalPlannerROS/weight_viapoint] by /move_base
